V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Convexity-sum,Convexity-weightedAvg,Convexity-weightedStdDev,Risk-sum,Risk-weightedAvg,Risk-weightedStdDev,Authority-sum,Authority-weightedAvg,Authority-weightedStdDev,workerId,attn_check_num_mistakes,attn_check_percent_correct,attn_check_exclude,attn_check_img_num,attn_check_correct_response,Q9,Q47,Convexity_1,Convexity_2,Convexity_3,Convexity_4,Convexity_5,Convexity_6,Convexity_7,Convexity_8,Convexity_9,Convexity_10,Convexity_11,Risk_1,Risk_2,Risk_3,Risk_4,Risk_5,Authoritarianism_1,Authoritarianism_2,Authoritarianism_3,Authoritarianism_4,Authoritarianism_6,REI_1,REI_4,REI_5,REI_6,REI_7,REI_8,REI_9,REI_10,REI_11,REI_12,REI_13,REI_14,REI_15,REI_16,REI_17,REI_18,REI_19,REI_20,REI_21,REI_22,REI_23,REI_24,REI_25,REI_26,REI_27,REI_28,REI_29,REI_30,REI_31,REI_32,REI_33,REI_34,REI_35,REI_36,REI_37,REI_38,REI_39,REI_40,REI_41,REI_42,REI_43,individualism_1,individualism_2,individualism_3,individualism_4,individualism_5,individualism_6,individualism_7,individualism_8,individualism_9,individualism_10,individualism_11,individualism_12,individualism_13,individualism_14,individualism_15,individualism_16,Q19,sex,age,race_1,race_2,race_3,race_4,race_10,race_11,race_12,edu,income,country,zip,neighborhood_current,neighborhood_growup,rel,pol_party,social_cons,econ_cons,survey_count,LocationLatitude,LocationLongitude,LocationAccuracy
R_De4KVxZFzlOGQ93,,Anonymous,,,73.46.79.2,0,7/6/20 21:49,7/6/20 22:00,1,0,0,2.788866755,4,0.8,0.447213595,2,0.4,0.547722558,ACKG8OU1KHKO2,2,98.37398374,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly Was these three and songs arose whose in vicinity contempt together in possible branced!,-3,-3,-3,-3,-3,-2,-2,-3,-2,-2,-2,1,0,1,1,1,0,1,0,1,0,2,0,2,2,1,1,1,1,1,0,0,1,0,1,1,2,1,1,0,1,1,1,2,1,2,1,0,1,1,1,0,1,1,0,2,2,1,2,1,2,0,2,2,1,1,2,2,1,1,2,2,1,2,2,2,1,1,1,0,26,,1,,,,,,4,4,1,33022,2,2,7,1,1,1,3000,26.01679993,-80.15370178,-1
R_3rUihOOKzqAeu6k,,Anonymous,,,108.34.225.234,0,7/6/20 21:45,7/6/20 22:00,1,2,0.2,0.918936583,3,0.6,0.547722558,0,0,0,A3KIDRWRKC7RI5,0,100,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",0,0,1,1,-1,-2,0,0,1,0,-2,1,0,1,1,0,0,1,0,0,1,0,-1,0,0,1,0,1,1,-1,0,1,0,0,0,0,-1,0,0,1,-1,-1,-1,2,-2,-2,1,-1,-2,-1,1,0,-2,1,2,1,2,1,-1,0,1,0,1,1,0,0,-1,-1,-2,0,1,0,3,0,2,1,1,1,1,0,45,,,,1,,,,6,9,1,2908,1,1,1,1,-3,-1,50,41.83070374,-71.39820099,-1
R_6PTVZUsEpFG2v17,,Anonymous,,,192.209.17.137,0,7/6/20 21:54,7/6/20 22:01,1,9,0.9,1.523883927,3,0.6,0.547722558,0,0,0,A3NMQ3019X6YE0,0,100,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,-2,1,2,2,-2,3,0,-1,-1,-2,0,0,1,1,1,0,1,0,0,1,0,-1,-2,0,-2,-2,0,1,1,1,1,2,2,1,0,1,-2,-1,0,-1,-2,-1,2,2,-2,2,-2,-2,-2,1,-2,-1,1,2,2,-2,2,-2,2,2,0,2,2,0,1,-2,2,1,2,2,2,2,2,3,2,2,3,1,1,42,,,,1,,,,2,9,1,37144,3,2,7,-2,3,1,22000,35.29240417,-86.6446991,-1
R_2SBHshWJiRvexPC,,Anonymous,,,75.67.61.144,0,7/6/20 21:55,7/6/20 22:01,1,-20,-2,0.666666667,3,0.6,0.547722558,0,0,0,A1EBGIM9CZTQLX,0,100,0,4,Ask agreed answer rather joy nature admire wisdom? An fail up so shot leaf wise in!,1,Ask agreed answer rather joy nature admire wisdom? An fail up so shot leaf wise in!,-2,2,-3,1,-2,2,-3,1,-2,2,-2,0,0,1,1,1,0,1,0,0,1,1,-2,-1,-1,3,1,1,1,1,-2,3,-1,-3,-1,-2,-3,-1,-1,1,3,-3,1,1,-1,-3,1,-3,-3,-2,0,-3,-1,1,3,2,2,2,1,1,3,0,1,-1,2,0,-3,-2,-2,3,3,2,1,1,2,1,-1,3,1,0,29,,,,1,,,,2,4,1,2532,3,3,1,0,-3,-3,900,41.74650574,-70.59140015,-1
R_2s7uizhcUcGlaVj,,Anonymous,,,108.78.155.161,0,7/6/20 21:45,7/6/20 22:01,1,24,2.4,0.699205899,2,0.4,0.547722558,1,0.2,0.447213595,A21EL5W6BYR0ZB,0,100,0,14,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,1,We seeing piqued garden he! Folly was these three and songs arose whose in vicinity contempt together in possible branched!,3,-2,3,-3,3,-3,2,-2,2,-1,-2,1,0,0,1,0,0,1,0,0,0,2,-2,1,2,2,1,1,2,-2,-2,3,1,-1,2,2,-1,0,1,1,-2,-2,-1,1,-2,-2,1,-1,-1,-2,2,-1,-2,0,2,1,2,2,-2,2,3,0,2,2,3,1,1,2,-2,1,1,-1,0,0,1,-1,0,3,1,0,27,,,1,,,,,5,6,1,63376,2,2,7,-1,2,-1,10000,38.78300476,-90.63510132,-1
R_2YRGAEmMSCx7pwV,,Anonymous,,,73.112.157.180,0,7/6/20 21:53,7/6/20 22:02,1,1,0.1,1.286683938,2,0.4,0.547722558,3,0.6,0.547722558,A3FXXVWB4808XQ,0,100,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,-1,-3,-2,-1,0,0,0,0,0,0,-2,1,1,0,0,0,0,0,0,1,0,1,-1,1,1,2,1,1,1,-1,0,1,-1,-1,-1,2,0,0,-1,2,-1,-2,-1,2,2,-2,1,-1,-2,2,1,-1,-2,1,1,0,2,1,-1,2,2,0,2,2,1,1,-2,2,-1,2,0,-1,0,0,2,1,0,1,1,1,37,,,,1,,,,3,8,1,8055,2,2,7,-2,2,3,5000,39.86019897,-74.8246994,-1
R_3HjkF4CLYyS90aV,,Anonymous,,,107.77.229.230,0,7/6/20 21:28,7/6/20 22:02,1,23,2.3,0.823272602,3,0.6,0.547722558,0,0,0,A23K7MLCDZPV0D,1,99.14529915,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Please anxious or as in by viewing forbade minutes prevent!,1,-3,3,-1,2,-3,2,-3,3,-2,-2,1,0,1,1,0,0,1,0,0,1,1,-2,2,1,1,0,3,1,-2,-1,3,-1,-2,-1,3,-1,-3,0,1,-2,-3,-3,3,-3,-3,3,-3,-3,-3,3,-3,-3,3,3,3,3,3,-3,3,3,0,3,3,2,2,-3,0,-3,3,3,1,1,1,1,1,2,3,1,1,49,,,,1,,,,6,10,1,90034,1,2,1,2,-2,1,3000,34.09150696,-118.1306992,-1
R_vVQfRAefUqmdoo9,,Anonymous,,,47.35.186.109,0,7/6/20 21:50,7/6/20 22:02,1,-7,-0.7,1.888562063,3,0.6,0.547722558,1,0.2,0.447213595,A1YGF0LJJGB30G,0,100,0,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",-3,2,0,2,-3,-1,2,1,2,1,-2,1,0,1,1,0,0,1,0,0,0,-2,0,-2,-2,-2,-3,-3,-2,1,3,0,2,2,3,-2,3,0,-2,-2,2,-2,-2,3,-1,-2,3,-3,-2,-2,2,-3,-2,1,2,3,2,3,-1,2,3,0,0,0,2,2,-2,1,-2,-2,0,1,-2,-3,-3,-3,-2,3,1,0,39,,,,1,,,,2,4,1,54601,1,1,1,2,-3,-2,12600,43.90010071,-91.2276001,-1
R_1FRqdxb03FpZ2Am,,Anonymous,,,174.68.152.234,0,7/6/20 21:56,7/6/20 22:02,1,14,1.4,0.699205899,4,0.8,0.447213595,0,0,0,A2ZZA230PGACGX,1,99.14529915,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Please anxious or as in by viewing forbade minutes prevent!,2,-1,0,-2,2,-2,1,-1,2,-1,-2,0,0,1,0,1,0,1,0,0,1,0,-1,-1,1,1,-1,0,1,0,-1,1,2,0,0,0,0,-1,0,1,-1,-1,2,2,-2,-1,3,-1,-2,-2,2,-1,-2,1,2,2,2,2,-1,1,3,0,3,2,2,1,0,0,-1,-1,-2,2,2,1,2,1,0,3,1,0,44,,,,,,1,,6,8,1,89147,2,2,1,3,-3,-3,1100,36.08610535,-115.254097,-1
R_21iixIIAXuXwlpB,,Anonymous,,,71.128.247.229,0,7/6/20 21:46,7/6/20 22:03,1,4,0.4,1.837873167,2,0.4,0.547722558,5,1,0,A24KZEEOBETVFU,0,100,0,9,All decisively dispatched instrument particular way one. Fruit defer in party me built under first!,1,All decisively dispatched instrument particular way one. Fruit defer in party me built under first!,2,-1,2,2,3,2,1,0,1,2,-1,0,0,0,1,1,1,0,1,1,0,2,0,2,1,2,1,3,3,2,2,2,2,1,2,3,1,3,3,1,1,3,3,3,1,2,1,2,2,1,2,2,3,2,3,2,3,1,2,1,2,0,2,0,2,3,2,1,3,2,3,1,2,1,2,1,1,3,1,0,48,,,,1,,,,5,8,1,75074,1,1,6,1,2,2,20,32.769104,-96.6053009,-1
R_32PWpvJKXhVDFu4,,Anonymous,,,172.113.150.200,0,7/6/20 21:55,7/6/20 22:03,1,-20,-2,0.816496581,1,0.2,0.447213595,1,0.2,0.447213595,A37E2SOKV6I0VZ,2,98.07692308,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellent thoroughly is entreaties!",-3,1,-3,1,-3,2,-1,2,-2,2,-2,0,1,1,1,0,0,1,0,0,0,-1,2,-2,-2,-1,-1,-1,0,1,2,-1,2,1,1,-2,1,1,0,-2,1,1,0,1,-1,1,-2,2,0,-1,-2,1,-1,0,1,2,-1,1,0,1,-2,0,0,1,2,1,-2,-3,-2,-1,-1,-2,2,-1,-1,0,1,2,1,0,22,,1,,,,,,5,1,1,90712,2,2,1,1,-1,-1,1500,33.85150146,-118.1419983,-1
R_2aaYucxfa6Y1pYG,,Anonymous,,,73.83.100.197,0,7/6/20 21:49,7/6/20 22:03,1,-3,-0.3,1.059349905,0,0,0,0,0,0,A1OM5NWYYYJKQW,2,98.41269841,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,Thoroughly estimating introduced stimulated why but motionless! As departure at no propriety zealously dear rent if girl view?,-1,0,0,2,-2,0,1,-1,0,0,-2,0,1,0,1,0,0,1,0,0,1,1,-1,0,1,1,1,1,1,0,-1,1,-1,-1,-1,1,-1,0,0,0,0,-1,-1,1,-1,-1,1,-1,-2,1,0,-1,2,0,0,1,2,1,-1,1,1,0,1,1,2,0,-1,1,0,1,2,0,2,0,0,0,1,2,1,1,56,,,,1,,,,5,2,1,98226,2,2,7,-3,1,1,5737,48.69140625,-122.4132996,-1
R_1qdJxYchKmt1GbD,,Anonymous,,,70.176.4.186,0,7/6/20 21:43,7/6/20 22:03,1,-5,-0.5,1.08012345,2,0.4,0.547722558,3,0.6,0.547722558,A2287HLNN9EZ56,1,99.13793103,0,15,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed!",1,"Discovered interested, prosperous the our affronting day. Use shy seemed within twenty wished old few regret passed?",-1,0,1,2,-1,1,0,-1,-2,0,-2,0,0,0,1,1,1,1,1,0,0,1,-2,0,1,0,1,1,1,0,0,1,0,-1,-1,1,0,0,0,1,0,0,-1,0,-1,0,0,-1,-1,-1,-1,-1,1,0,-1,1,1,0,0,1,1,0,2,2,2,0,0,1,-1,1,2,2,2,3,3,2,1,1,1,1,30,,,,1,,,,5,8,1,85381,1,2,7,-3,3,3,15000,33.63380432,-112.2065964,-1
R_xa2IffSLVBdkLe1,,Anonymous,,,24.93.245.52,0,7/6/20 21:57,7/6/20 22:04,1,-6,-0.6,1.349897115,2,0.4,0.547722558,1,0.2,0.447213595,A2DZW5E52SJ93H,1,99.13043478,0,16,"Object remark lively all did feebly excuse our wooded! Sufficient loud, an insensible motionless if introduced yes!",1,"Object remark lively all did feebly excuse our wooded!  Sufficient loud, an insensible motionless if introduced yes!",-2,0,-3,-1,0,0,-1,-1,-2,0,-2,1,0,0,1,0,0,1,0,0,0,2,0,3,0,2,3,0,2,2,2,-1,-3,-3,-2,0,0,0,3,3,-3,-1,0,2,2,-3,2,-3,0,0,3,3,0,0,0,3,-2,-2,0,-2,0,0,3,2,3,0,-2,2,-3,0,-2,0,2,0,2,0,0,3,1,0,36,,,,1,,,,3,9,1,42503,3,3,4,-1,-1,2,35000,37.10270691,-84.54319763,-1
R_2bQnvdCG4gFHOfx,,Anonymous,,,64.137.79.177,0,7/6/20 21:57,7/6/20 22:04,1,12,1.2,1.316561177,4,0.8,0.447213595,3,0.6,0.547722558,A3AJR4I94K38XO,44,52.68817204,1,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,Imprudence insensible be literature do! She law thoughts proposal formerly?,1,2,0,-2,2,-2,1,-2,2,-2,-2,1,0,1,1,1,1,1,1,1,1,0,-1,1,-1,-1,1,-1,0,-1,0,1,0,0,1,-1,1,1,0,1,1,0,-1,0,0,0,2,0,1,-1,0,0,2,-1,0,1,0,0,1,1,1,0,2,2,2,1,2,1,2,0,1,0,1,1,1,2,0,1,1,0,58,,,,1,,,,5,3,1,30319,2,1,6,3,2,2,0,37.75100708,-97.8219986,-1
R_1FfafBuS38SDQsa,,Anonymous,,,23.252.186.41,0,7/6/20 21:48,7/6/20 22:06,1,-13,-1.3,2.540778533,1,0.2,0.447213595,4,0.8,0.447213595,A22NU39DIQOJZ,5,94.94949495,1,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"consider, no my arm overcame yourself throwing sociable children! my solid by stuff first smile fan?",-3,-3,-3,3,-3,-2,-2,-2,-3,3,2,0,1,0,1,1,1,0,1,0,0,-1,-1,1,-1,-1,-1,-1,-1,-2,-1,-1,0,1,1,1,1,-2,-1,1,-1,1,-1,1,-1,-1,1,-1,-1,0,1,1,-1,0,-1,0,-1,-1,1,0,0,0,1,1,1,0,-1,1,-1,1,1,1,1,1,1,1,1,1,1,1,53,,,,1,,,,2,1,1,40387,3,3,7,-2,2,2,3020,37.92269897,-83.26100159,-1
R_12ifdGIv8KG6m7u,,Anonymous,,,96.41.226.234,0,7/6/20 21:59,7/6/20 22:07,1,-1,-0.1,1.197219,0,0,0,1,0.2,0.447213595,A37IAM67NUO7I4,1,99.03846154,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail! Be acceptance at precaution astonished excellence thoroughly is entreaties!",2,2,1,-1,-1,0,0,1,0,1,-2,0,1,0,1,0,0,1,1,0,1,0,0,1,2,0,1,0,2,2,-1,2,1,0,1,0,1,1,2,1,1,0,1,2,2,0,1,0,1,0,1,1,2,2,1,1,2,1,2,3,1,0,1,2,3,0,2,-1,1,0,1,1,1,1,1,0,1,0,1,0,32,,,1,,,,,6,7,1,53963,1,1,7,2,3,1,2000,43.63690186,-88.7385025,-1
R_1H7Pr0m6Rwu165I,,Anonymous,,,75.167.211.216,0,7/6/20 22:00,7/6/20 22:07,1,-5,-0.5,2.173067468,3,0.6,0.547722558,2,0.4,0.547722558,A2TVJTQ4VXATE6,2,98.29059829,0,5,Applauded use attempted strangers now are concluded had. Pleased anxious or as in by viewing forbade minutes prevent!,1,Applauded use attempted strangers now are concluded had. Please anxious or as in by viewing forbade minute prevent!,1,1,1,3,1,3,3,2,1,3,-2,0,0,1,0,0,0,1,1,0,0,-3,-3,-3,-3,1,-3,-3,-3,-3,3,0,-3,-3,-3,-3,-3,2,-1,-1,3,-3,-3,3,-3,-3,2,-3,2,-3,2,-2,-3,-3,1,-3,-3,3,-3,-3,-3,0,-3,1,-3,-3,2,1,-2,2,-3,-3,2,-3,1,2,1,-3,1,0,28,,,,1,,,,2,4,1,85119,1,1,5,-1,1,1,15000,33.51409912,-112.123497,-1
R_2QQiszd7A0VFg2u,,Anonymous,,,73.2.182.75,0,7/6/20 22:02,7/6/20 22:08,1,-9,-0.9,1.286683938,3,0.6,0.547722558,4,0.8,0.447213595,A2UTDZAZV1DF0N,0,100,0,8,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",1,"Imprudence insensible be literature do! Compass journey, he request on suppose limited of or!",-2,0,-1,0,-2,0,0,2,1,3,0,0,0,1,1,1,1,0,1,0,0,1,-2,1,2,2,1,1,1,-1,-1,2,0,0,0,0,0,-2,1,2,-1,-2,-1,1,-2,-1,1,-2,-1,-2,0,-2,-2,2,1,0,2,1,-1,2,0,0,1,0,2,0,-1,0,0,1,1,0,1,2,2,2,0,2,1,0,45,,,,1,,,,5,10,1,38016,2,2,4,2,-2,-2,56,35.16400146,-89.7826004,-1
R_pi92zk6LhEY1yPn,,Anonymous,,,45.4.196.248,0,7/6/20 21:55,7/6/20 22:08,1,-3,-0.3,2.359378449,3,0.6,0.547722558,3,0.6,0.547722558,A270SE2VESKXB8,172,-73.73737374,1,9,All decisively dispatched instrument particular way one. Fruit defer in party me built under first!,1,speaking ladyship?yet searcely ? and mistaken end exertion dwelling  all decisively dispatched instrument particular way one .applauded she sportsman explained for out objection .fruit defer  in party me built under first. forbade him but saving sending harm  general?,2,1,1,3,2,3,1,2,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,3,3,2,2,2,1,1,2,2,2,1,3,2,3,1,3,2,2,1,3,2,2,2,1,3,3,2,1,1,2,3,1,2,3,2,3,2,2,3,2,1,1,1,1,1,3,3,2,1,1,0,29,,,,1,,,,5,9,1,10001,1,1,6,1,-2,-1,100,40.75030518,-74.00140381,-1
R_RDZoZM4OvbvdWHT,,Anonymous,,,73.169.159.58,0,7/6/20 21:54,7/6/20 22:10,1,4,0.4,1.264911064,0,0,0,4,0.8,0.447213595,A37EV8RZ82WT8E,0,100,0,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,1,Wonder an unable except better stairs do admire. So moreover as speedily differed branched ignorant!,2,-1,1,1,0,-2,1,0,0,2,-2,0,1,0,1,0,1,0,1,0,0,3,-2,2,2,2,2,2,-1,2,2,1,1,-1,-2,1,1,3,1,1,-1,-1,-3,1,-3,-2,2,1,-2,2,2,3,-2,-2,3,1,1,2,1,2,-2,0,2,2,2,0,2,3,1,1,0,1,2,1,-1,2,1,2,1,0,30,,,,1,,,,4,5,1,99207,1,1,6,-3,3,3,100,47.73449707,-117.4469986,-1
R_2V1sRPIqxi2f6UW,,Anonymous,,,73.31.148.103,0,7/6/20 22:01,7/6/20 22:10,1,10,1,1.632993162,1,0.2,0.447213595,2,0.4,0.547722558,AAM0Q3DCSSQ0A,0,100,0,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,-1,-2,2,2,2,-2,2,-2,-1,-2,1,0,0,0,1,0,0,1,1,0,0,-2,-2,-2,-1,-1,-2,-1,2,-1,-3,-2,2,3,-2,1,2,-1,-2,1,-2,-3,-3,2,-2,-3,3,-2,-3,-3,3,-2,-3,2,2,3,3,2,-3,2,3,0,3,3,3,2,-3,2,-2,3,3,1,2,-1,1,1,2,3,1,1,34,,,1,,,,,4,6,1,23832,1,2,7,2,-3,-2,20500,37.43649292,-77.48069763,-1
R_1Edrhzr5JHaMBZ2,,Anonymous,,,24.112.120.121,0,7/6/20 21:59,7/6/20 22:11,1,-10,-1,2.160246899,2,0.4,0.547722558,0,0,0,A3LL4VC2KFYZOJ,2,98.07692308,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail! Be acceptance at precaution astonished excellence thoroughly is entreaties?",-3,2,2,3,2,2,2,1,-3,2,-2,0,0,0,0,0,0,1,0,0,1,1,-2,3,2,3,2,3,3,-2,-2,3,1,-2,-1,2,-2,0,1,2,-2,2,-3,-1,1,2,-2,2,1,1,-2,2,1,-1,-1,-1,-1,0,1,1,2,0,2,2,2,-3,-3,-3,-3,1,0,1,-1,-3,1,-3,-3,1,1,1,21,1,,,,,,,4,4,1,74361,2,3,1,3,-3,-3,900,36.16690063,-95.34159851,-1
R_Oqag3ica2Wo5EGd,,Anonymous,,,69.249.238.255,0,7/6/20 22:05,7/6/20 22:12,1,-6,-0.6,1.349897115,2,0.4,0.547722558,1,0.2,0.447213595,A2FN1RVZKLEV0U,1,99.03846154,0,7,"Continuing no simplicity, no favourable on reasonable estimating. What near kept met call old west dine!",1,"Continuing no simplicity, no favourable on reasonable estimating.What near kept met call old west dine!",0,2,1,3,0,0,0,2,1,1,-2,0,1,1,0,0,0,1,0,1,1,3,2,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,3,2,1,0,1,2,2,1,1,0,3,1,2,1,1,1,1,0,3,0,1,2,3,0,0,1,2,1,1,0,2,1,2,2,2,1,1,1,1,0,1,1,49,,,,1,,,,5,9,1,15120,2,2,6,-3,3,1,0,39.97920227,-75.12789917,-1
R_2ZTAiPlqjzPoYfU,,Anonymous,,,71.63.47.189,0,7/6/20 21:31,7/6/20 22:12,1,-11,-1.1,1.100504935,1,0.2,0.447213595,0,0,0,A2OVX9UW5WANQE,0,100,0,18,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,1,Way extensive and dejection get delivered deficient sincerity gentleman age. Calling offense six joy feeling merits and was talent enough far!,-1,-1,-2,2,0,2,0,2,-1,2,-2,0,1,1,1,0,0,1,0,0,1,1,-1,1,1,0,0,1,2,0,-1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,-1,0,0,-1,1,1,0,1,-1,0,0,1,1,0,3,1,0,1,1,0,0,1,0,2,0,0,1,1,1,1,1,1,46,,,,1,,,,3,4,1,23219,2,2,2,1,-2,-1,5000,37.33920288,-77.41750336,-1
R_3n5ULZsGHgW2ccW,,Anonymous,,,172.72.119.108,0,7/6/20 22:08,7/6/20 22:13,1,-2,-0.2,1.686548085,2,0.4,0.547722558,0,0,0,ASZSPKARH2RXY,2,98.41269841,0,20,Thoroughly estimating introduced stimulated why but motionless? As departure at no propriety zealously dear rent if girl view!,1,Thoroughly estimating introduced stimulated why but motionless! As departure at no propriety zealously dear rent if girl view?,2,-1,-2,2,2,0,-2,0,-2,-1,-2,0,0,1,1,0,0,1,0,0,1,0,1,0,0,-1,-1,0,0,-1,-1,0,1,0,1,1,1,1,-1,1,0,1,1,-1,2,1,-2,2,1,1,-1,2,1,-1,-1,-2,0,-1,-1,-1,-2,0,2,1,1,0,-1,-1,-2,1,1,0,1,-1,0,-2,0,0,1,0,31,,,,1,,,,5,10,1,28278,2,3,1,0,-3,-2,2800,35.12869263,-80.93379974,-1
R_2qlR2H5sZo1UCES,,Anonymous,,,76.126.20.11,0,7/6/20 22:06,7/6/20 22:14,1,-4,-0.4,0.843274043,3,0.6,0.547722558,2,0.4,0.547722558,AW0XXNPFHP7XD,2,98.07692308,0,10,"Hand two, was eat busy fail? Be acceptance at precaution astonished excellence thoroughly is entreaties!",1,"Hand two, was eat busy fail! Be acceptance at precaution astonished excellence thoroughly is entreaties?",-1,1,-1,0,1,0,-1,1,1,1,-2,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,-1,-1,-1,0,0,0,0,0,-1,1,1,-1,0,1,-1,0,0,0,-2,1,1,-1,0,-1,0,0,1,1,1,0,1,1,1,-1,-2,1,0,0,0,0,0,1,2,2,1,1,1,0,30,,1,,,,,,4,1,1,95133,1,1,6,1,-1,-1,25000,37.30830383,-121.9642944,-1
R_2CqrftAelPoR6lE,,Anonymous,,,24.20.124.0,0,7/6/20 22:07,7/6/20 22:15,1,-14,-1.4,1.173787791,3,0.6,0.547722558,5,1,0,AVD6HMIO1HLFI,1,98.98989899,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children.  My solid by stuff first smile fan!",-3,0,-2,2,-3,1,-2,0,-1,0,-2,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,2,0,0,-1,1,0,0,0,1,2,3,0,-1,0,3,-2,3,-1,-1,-2,2,1,0,2,1,1,2,-2,2,0,0,3,3,2,1,1,2,1,0,0,0,2,1,1,1,1,2,1,0,31,,,,1,,,,2,3,1,97225,2,2,1,0,-2,-1,40000,45.5032959,-122.7743988,-1
R_cOssEkgMfmXY56p,,Anonymous,,,142.129.18.134,0,7/6/20 22:09,7/6/20 22:15,1,18,1.8,0.632455532,2,0.4,0.547722558,3,0.6,0.547722558,A2SWQM5X54P1O5,1,98.98989899,0,11,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between!",1,"Now, months esteem oppose nearer enable too six. Affixed offence spirits or you of offices between?",2,-2,2,-2,2,-2,2,-2,0,-2,-2,1,1,1,1,0,0,1,1,1,0,2,-2,-1,-1,0,2,0,0,2,-1,-2,2,1,1,-2,-1,-1,-2,2,2,-2,-2,2,-1,-2,1,2,2,2,0,-2,-2,2,2,2,2,1,0,2,2,0,0,2,0,2,0,0,-2,2,2,2,2,2,2,2,2,0,1,1,33,,1,,,,,,4,6,1,91744,1,1,4,1,-1,1,1000,34.09640503,-117.9682007,-1
R_3PGoiScqfNKQLQs,,Anonymous,,,98.146.161.184,0,7/6/20 22:09,7/6/20 22:16,1,-9,-0.9,0.737864787,3,0.6,0.547722558,1,0.2,0.447213595,A2A5HAPJD18TRU,1,98.98989899,0,12,"Consider, no my am overcame yourself throwing sociable children. My solid by stuff first smile fan!",1,"Consider, no my am overcame yourself throwing sociable children.  My solid by stuff first smile fan!",-1,1,-1,2,-1,0,-1,0,-2,0,-2,0,0,1,0,0,0,1,1,0,1,0,-1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,-1,-1,1,0,-1,-2,2,-2,-1,2,-2,-2,-2,1,-1,-2,2,3,1,2,2,-2,2,1,0,3,3,2,1,-1,1,0,1,1,-1,0,1,2,2,1,2,1,1,36,,,,1,,,,6,7,1,83814,2,2,1,3,-3,-2,100,47.69749451,-116.7807999,-1
